8 40 61 1 43 172256 1 5 0 4 2 0 4 1 9 2 0 2 1 221534 0 1 44 1 
2 40 37 1 24 222221 3 1 0 2 6 0 7 5 10 2 0 2 3 95634 0 1 25 4 
13 40 35 1 27 217304 1 NaN 0 11 4 0 4 1 14 1 0 6 1 342642 0 1 31 1 
7 30 22 1 41 229180 1 1 0 1 2 0 4 1 13 4 0 3 1 195767 0 2 18 1 
2 35 45 1 22 366618 1 1 0 7 3 0 2 1 11 4 0 1 3 180931 0 1 57 2 
4 40 50 1 63 325372 3 1 0 11 3 0 4 1 14 4 0 1 1 240374 1719 1 34 13 
10 70 37 1 45 147548 2 1 0 4 3 0 4 1 9 2 0 1 2 33394 0 1 44 1 
3 16 20 1 25 246011 1 NaN 0 2 2 0 4 1 10 2 0 3 1 196745 0 1 47 7 
NaN 40 39 1 53 197332 NaN 3 0 4 6 0 2 1 9 14 0 2 1 71701 0 1 22 2 
5 40 33 1 43 99199 1 1 0 11 4 4064 2 1 14 4 0 3 3 101562 0 1 17 2 
NaN 40 64 1 48 192149 NaN 5 0 9 4 0 9 1 4 4 0 5 3 286732 0 1 27 1 
3 60 36 1 25 149650 1 1 0 4 3 0 2 1 9 2 0 1 3 151835 0 1 30 2 
2 40 28 1 32 158685 1 1 0 13 3 0 4 1 6 11 0 1 2 263015 0 1 32 1 
2 40 39 1 55 174127 1 1 0 2 3 0 2 1 10 13 0 1 3 329980 0 1 44 2 
NaN 30 31 1 34 253860 NaN 1 0 4 3 0 2 21 9 13 0 1 1 505438 0 1 23 11 
1 80 37 1 43 155066 1 1 0 4 3 0 2 1 9 4 0 1 2 117381 0 2 33 4 
NaN 40 22 1 30 127366 NaN 1 0 2 2 0 13 1 10 3 0 3 3 367655 0 5 41 4 
7 30 20 1 23 245487 1 1 0 2 4 0 4 1 10 1 0 3 2 219835 0 1 23 4 
8 56 29 1 26 140644 1 3 0 4 6 0 2 1 9 2 0 2 1 190562 0 5 27 4 
4 40 35 1 49 178326 1 NaN 0 1 3 0 4 1 13 4 0 1 2 218955 0 2 65 15 
6 55 28 1 42 170336 1 3 0 5 6 0 7 1 15 3 0 2 2 187160 0 1 44 4 
4 25 60 1 21 141118 2 1 0 4 1 1797 2 1 9 1 0 1 1 184362 0 6 21 13 
2 40 59 1 30 162297 4 1 1887 4 3 0 2 1 9 11 0 1 4 117299 0 1 28 4 
8 40 55 1 23 349910 1 1 0 2 3 7688 1 1 10 2 0 1 3 173422 0 1 49 4 
4 20 21 1 24 393376 1 1 0 2 2 0 2 1 10 8 0 3 1 34616 0 1 47 1 
8 40 23 1 49 163867 1 3 0 4 2 0 10 1 9 1 0 3 1 162282 0 1 50 2 
6 60 46 1 20 305090 5 1 0 1 3 0 4 1 13 1 0 1 5 122177 0 1 30 4 
6 40 43 1 61 54929 1 NaN 0 2 4 0 7 1 10 10 0 2 3 102895 0 1 56 11 
2 40 38 1 43 181557 1 1 0 2 3 0 2 1 10 2 0 1 3 212245 0 1 48 4 
9 40 25 1 23 158319 5 1 0 1 3 0 7 1 13 5 0 1 1 227886 0 1 30 13 
1 40 24 1 33 218899 6 2 0 4 3 0 1 1 9 2 0 1 1 155775 0 1 43 4 
3 40 51 1 59 193511 5 4 0 8 5 0 10 1 5 1 0 4 1 114508 0 1 52 2 
9 40 30 1 18 189203 1 3 0 4 2 0 7 1 9 2 0 2 2 110594 0 4 35 4 
6 15 81 1 45 83893 1 1 0 12 3 0 15 18 2 4 0 1 2 100675 0 NaN 29 7 
9 40 23 21 25 260046 1 1 0 2 4 0 4 1 10 4 0 3 3 132053 0 1 37 11 
3 21 45 1 65 116975 1 5 0 9 6 0 4 1 4 4 0 5 3 347025 1887 1 56 9 
5 40 47 NaN 62 23037 1 1 1138 1 6 0 2 1 13 8 0 2 1 50092 0 1 57 1 
5 50 33 1 29 64940 1 1 0 6 3 0 1 1 12 2 0 1 1 219553 0 1 36 4 
NaN 20 68 1 76 53497 NaN 1 0 2 3 0 4 1 10 4 0 1 3 407338 0 1 17 4 
4 40 45 1 56 112761 2 1 0 6 3 0 1 1 12 11 5178 1 2 244194 0 5 26 4 
5 40 55 1 28 142297 1 1 0 5 3 0 13 1 15 5 99999 1 3 115439 0 1 31 1 
3 36 45 1 32 36228 1 1 0 3 1 0 1 1 7 3 0 1 4 45857 0 4 23 1 
8 60 54 1 32 99894 1 6 0 2 4 0 2 1 10 3 0 2 3 150999 0 1 43 2 
2 40 40 NaN 26 261677 1 1 0 4 3 0 6 1 9 4 0 1 1 168113 0 1 26 3 
11 60 61 NaN 36 275507 2 1 0 1 3 0 2 1 13 1 0 1 1 352448 0 1 39 4 
5 40 47 1 58 140206 5 1 0 4 3 0 10 1 9 4 0 1 3 166863 0 1 42 4 
6 24 40 1 58 290763 1 1 0 11 1 594 13 1 14 4 15024 1 1 99604 0 1 36 4 
9 20 43 4 49 296485 1 1 0 4 6 0 2 1 9 4 0 4 3 199657 0 1 24 11 
6 40 47 1 29 113364 5 1 0 1 3 0 4 1 13 2 0 1 1 39986 0 1 34 7 
2 40 42 1 57 285131 1 5 0 4 6 0 4 1 9 6 0 2 7 236323 0 NaN 42 2 
1 40 30 1 27 158688 1 1 0 1 4 0 4 1 13 2 0 3 3 100734 0 4 23 4 
6 50 28 1 47 209641 2 1 0 14 3 0 2 1 16 1 0 1 1 146735 0 1 34 2 
4 60 47 30 30 345697 1 1 0 1 4 0 2 1 13 7 0 3 1 262244 0 1 36 9 
9 25 23 1 18 133503 1 1 0 2 2 0 8 1 10 15 0 3 1 123586 0 1 40 4 
3 20 24 1 61 143533 1 1 0 4 2 0 5 NaN 9 2 0 3 3 229553 0 1 41 1 
4 40 46 1 62 166459 1 1 0 2 3 0 2 1 10 2 15024 1 4 117849 0 2 20 4 
6 60 47 1 27 191429 4 1 0 1 3 0 2 NaN 13 6 7298 1 3 169549 0 2 38 1 
8 40 26 1 27 111567 1 1 0 1 5 0 2 1 13 4 0 3 3 59367 0 1 44 8 
1 40 27 1 39 197919 1 1 0 6 3 0 3 1 12 4 0 1 1 130807 1887 1 29 4 
5 35 24 1 31 132112 1 2 0 7 2 0 1 1 11 4 0 3 3 306779 0 1 38 4 
4 10 17 21 67 126779 1 1 0 10 4 0 6 NaN 8 2 0 3 1 160118 0 5 53 6 
7 40 46 1 39 212213 1 1 0 4 3 0 6 1 9 1 0 1 1 216164 0 1 44 3 
12 40 60 1 33 276218 1 1 0 6 5 0 2 NaN 12 3 0 2 1 420842 0 5 37 2 
6 30 25 1 44 421223 5 1 0 1 4 15024 4 1 13 1 0 3 1 48317 0 5 45 2 
4 45 47 1 27 119742 3 1 0 2 3 0 2 1 10 4 0 1 2 337825 0 1 46 2 
9 35 34 1 36 167087 1 1 0 4 6 0 6 1 9 1 0 2 3 136997 0 1 56 3 
2 40 37 1 44 325374 1 6 0 1 3 0 7 1 13 4 0 1 2 192939 0 1 47 2 
1 50 37 1 53 257621 1 5 1485 2 3 0 3 1 10 4 0 1 1 261241 0 1 53 4 
6 32 45 1 20 284343 1 2 0 2 6 0 4 1 10 3 0 2 1 102076 1672 2 66 2 
8 40 46 1 32 124111 1 2 0 4 3 0 2 1 9 1 0 1 2 358886 0 2 55 13 
2 40 64 1 39 308608 1 1 2179 3 3 0 1 1 7 1 0 1 2 181232 0 1 54 6 
9 40 23 21 31 193012 1 5 0 1 4 0 3 1 13 4 0 3 3 140798 0 1 71 11 
9 40 19 1 31 111971 6 1 0 4 2 0 1 1 9 11 0 3 1 176634 0 1 35 4 
4 40 45 1 49 205947 1 1 0 6 6 0 4 13 12 4 0 5 3 297676 0 5 34 3 
11 40 45 1 33 311446 1 1 0 2 3 0 1 1 10 4 0 1 3 362883 0 1 52 2 
NaN 80 34 1 42 102058 NaN 6 0 4 3 0 5 1 9 1 2885 1 3 205256 0 NaN 38 4 
3 20 18 1 17 257017 1 5 0 4 2 0 7 1 9 2 0 3 4 338836 0 5 42 11 
9 48 25 1 50 180869 1 1 0 4 4 0 2 1 9 2 0 3 2 171114 0 1 42 4 
1 40 65 1 42 409172 2 1 0 5 4 0 4 1 15 2 0 2 1 55894 0 1 37 7 
7 35 22 1 28 280093 1 1 0 2 2 0 4 1 10 1 0 3 3 181557 0 1 47 4 
NaN 10 48 1 53 117210 NaN 1 0 3 6 0 9 29 7 2 0 2 1 155509 0 NaN 21 2 
3 40 19 1 41 116138 1 6 0 4 2 0 4 1 9 2 0 3 3 225294 0 NaN 18 2 
NaN 40 60 22 38 348960 NaN 1 0 7 4 0 2 1 11 1 0 5 1 366531 0 1 38 2 
3 45 41 1 19 177675 2 1 0 2 6 0 2 1 10 1 0 2 1 154374 1887 1 38 2 
13 40 34 1 27 111128 6 1 0 2 3 0 11 1 10 4 0 1 2 189843 0 1 26 7 
6 37 58 1 18 219863 5 1 0 1 4 0 13 1 13 1 0 3 3 215245 0 1 49 4 
3 30 36 1 20 50164 1 1 0 2 6 0 13 1 10 1 0 2 3 345310 1980 1 70 2 
5 65 45 1 59 142030 2 NaN 0 9 3 0 11 1 4 13 0 1 3 155489 0 3 50 2 
4 20 17 1 30 77665 1 1 0 3 2 0 2 1 7 4 0 3 1 262511 0 NaN 54 6 
4 40 27 1 29 150817 1 1 0 2 4 0 2 1 10 3 0 3 2 129528 0 1 27 1 
11 70 39 1 32 160035 1 NaN 0 10 3 0 1 1 8 6 15024 1 3 322143 0 2 33 14 
9 40 22 1 49 273640 1 1 0 2 2 0 6 1 10 4 0 3 3 416165 1977 1 44 1 
2 40 37 1 17 119859 1 2 0 13 6 0 6 1 6 2 0 2 1 385452 0 1 31 11 
4 40 23 1 27 219838 1 2 0 2 3 0 1 1 10 2 0 1 1 165064 0 5 35 1 
4 30 20 1 32 196630 1 2 0 2 2 8614 14 1 10 9 0 3 3 206869 0 1 50 1 
7 40 31 1 54 118941 1 3 0 4 4 0 1 21 9 2 0 6 1 256609 0 1 51 1 
5 38 47 1 29 147476 6 1 0 7 3 0 7 1 11 2 0 1 1 207120 0 1 48 2 
7 30 24 21 64 303954 1 1 0 2 2 0 2 1 10 4 0 3 1 177287 0 6 57 4 
6 60 46 1 25 81132 3 4 0 5 3 0 11 1 15 4 99999 1 3 120131 0 1 20 4 
2 53 32 1 38 146660 1 3 0 4 4 0 4 1 9 1 0 4 1 152156 0 2 24 4 
2 40 50 1 20 423605 1 1 0 2 3 0 2 1 10 4 0 1 1 283676 0 3 50 4 
13 16 65 1 39 119177 1 1 0 8 3 0 2 1 5 4 0 1 1 274637 0 1 45 2 
3 10 45 1 37 180624 1 1 0 10 2 0 2 21 8 1 0 3 3 358701 0 1 37 4 
11 40 31 1 48 403625 1 NaN 0 4 2 0 2 1 9 5 0 3 3 224234 0 1 44 3 
2 50 39 1 27 28683 1 1 0 11 4 0 11 1 14 1 0 3 1 192702 0 1 40 2 
11 45 29 1 33 255407 1 1 0 4 4 0 4 1 9 4 0 3 1 146719 0 NaN 37 2 
2 35 26 1 42 159247 1 6 0 4 2 0 4 1 9 2 0 3 3 167350 0 1 54 15 
4 35 22 1 36 150084 1 1 0 2 2 0 8 1 10 15 0 3 1 288132 0 NaN 47 4 
6 40 27 1 22 276369 1 1 0 1 4 0 7 1 13 4 0 3 2 142621 0 1 52 4 
2 45 34 1 29 186845 1 2 0 13 3 0 4 1 6 4 0 1 3 144949 0 5 30 4 
6 40 28 1 26 39054 1 1 0 11 4 0 2 1 14 2 0 3 1 355259 0 1 43 4 
2 40 26 1 47 82488 1 NaN 0 4 3 0 2 1 9 5 0 1 3 463194 0 1 58 2 
NaN 30 68 1 28 36989 NaN 1 1510 11 3 0 3 1 14 4 0 1 3 150250 0 2 44 1 
3 40 20 1 42 165468 1 1 0 4 4 0 4 1 9 2 0 3 1 181675 0 1 59 4 
1 35 39 1 25 124483 1 1 0 2 3 0 5 8 10 4 0 1 1 79586 2559 1 48 4 
3 20 18 1 61 179446 1 1 0 2 2 0 4 21 10 1 0 3 3 184693 0 1 57 4 
6 20 42 1 18 121055 1 1 0 1 6 0 11 1 13 7 25236 2 1 259727 0 1 57 2 
5 45 32 1 36 225603 2 1 0 13 3 0 1 1 6 4 0 1 1 52647 0 1 50 4 
10 60 31 NaN 49 155403 1 1 0 9 5 0 2 22 4 6 0 3 1 361497 0 1 35 4 
9 35 56 1 43 190151 1 4 0 4 2 2174 4 1 9 1 0 3 4 183169 0 2 25 6 
4 50 28 1 52 268832 2 1 0 1 4 0 13 1 13 1 0 3 3 190391 0 1 35 4 
3 25 61 1 27 41356 5 1 0 4 4 0 4 1 9 3 0 6 4 119563 0 1 36 2
